product_title,product_vendor,product_type,product_price,day,week,month,quarter,year,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales,total_cost
KROOKED TEAM ZIG ZAGGER ARTIST SERIES DECK 8.62,Town and Country Skateboards,,65.000,2023-08-18,2023-W33,2023-08,2023-07,2023,1,65.000,0.000,0.000,65.000,5.200,70.200,42.500
YERBA LEMON,Town and Country Skateboards,,3.500,2024-01-30,2024-W05,2024-01,2024-01,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-07-17,2024-W29,2024-07,2024-07,2024,1,30.000,0.000,0.000,30.000,1.200,31.200,0.000
YERBA LEMON,Town and Country Skateboards,,3.500,2024-07-19,2024-W29,2024-07,2024-07,2024,1,3.500,-2.290,0.000,1.210,0.100,1.310,2.250
Bones wide cut,,,30.000,2023-09-20,2023-W38,2023-09,2023-07,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
YERBA LEMON,Town and Country Skateboards,,3.500,2023-10-08,2023-W40,2023-10,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Genuine Parts 1/8 in Risers White Pk/2 Independent 4.8 star rating 19 Reviews,Town and Country Skateboards,,3.000,2023-05-21,2023-W20,2023-05,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,1.500
YERBA LEMON,Town and Country Skateboards,,3.500,2023-10-28,2023-W43,2023-10,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
NOVA DANNY SUPA DECK (ASSORTED SIZES),Town and Country Skateboards,,55.000,2023-07-19,2023-W29,2023-07,2023-07,2023,1,55.000,-5.500,0.000,49.500,3.960,53.460,40.000
YERBA LEMON,Town and Country Skateboards,,3.500,2023-11-04,2023-W44,2023-11,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-10-24,2024-W43,2024-10,2024-10,2024,1,30.000,-3.000,0.000,27.000,1.080,28.080,0.000
Ld,,,4.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,4.000,0.000,0.000,4.000,0.320,4.320,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-09-26,2024-W39,2024-09,2024-07,2024,1,42.000,0.000,0.000,42.000,3.360,45.360,26.000
YERBA LEMON,Town and Country Skateboards,,3.500,2023-11-01,2023-W44,2023-11,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
NB NUMERIC TRAIL 440,Town and Country Skateboards,,90.000,2023-02-23,2023-W08,2023-02,2023-01,2023,1,90.000,-20.000,0.000,70.000,5.600,75.600,45.000
YERBA LEMON,Town and Country Skateboards,,3.500,2023-11-10,2023-W45,2023-11,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Skate Jawn Sewer Cap Wax,Town and Country Skateboards,,8.000,2024-05-24,2024-W21,2024-05,2024-04,2024,1,8.000,0.000,0.000,8.000,0.640,8.640,4.000
DEATHWISH JAMIE FOY FROELICH DECK 8.38,Town and Country Skateboards,,50.000,2023-03-01,2023-W09,2023-03,2023-01,2023,1,50.000,0.000,0.000,50.000,4.000,54.000,25.000
Ghost,,,3.000,2023-10-20,2023-W42,2023-10,2023-10,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
SCREAMING HAND BUTTON DOWN,Town and Country Skateboards,,55.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,55.000,-55.000,0.000,0.000,0.000,0.000,28.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-07-14,2024-W28,2024-07,2024-07,2024,1,42.000,0.000,0.000,42.000,3.360,45.360,26.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-12-17,2023-W50,2023-12,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
BONES REDS BEARINGS SINGLE WHEEL REPLACEMENTS,Town and Country Skateboards,,5.000,2024-11-24,2024-W47,2024-11,2024-10,2024,1,5.000,0.000,0.000,5.000,0.400,5.400,2.660
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-09-21,2024-W38,2024-09,2024-07,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-04-24,2024-W17,2024-04,2024-04,2024,1,42.000,-2.100,0.000,39.900,3.200,43.100,26.000
Ld,,,2.000,2024-05-10,2024-W19,2024-05,2024-04,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2025-01-18,2025-W03,2025-01,2025-01,2025,1,30.000,-10.000,0.000,20.000,0.800,20.800,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-07-09,2024-W28,2024-07,2024-07,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-05-18,2024-W20,2024-05,2024-04,2024,1,42.000,0.000,0.000,42.000,3.360,45.360,28.000
Ld,,,2.000,2023-04-07,2023-W14,2023-04,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Skate Membership,Town and Country Skateboards,,30.000,2024-06-06,2024-W23,2024-06,2024-04,2024,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
Ld,,,2.000,2023-04-01,2023-W13,2023-04,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-07-03,2024-W27,2024-07,2024-07,2024,1,42.000,-42.000,0.000,0.000,0.000,0.000,28.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-04-06,2024-W14,2024-04,2024-04,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-12-01,2024-W48,2024-12,2024-10,2024,1,30.000,-7.500,0.000,22.500,0.900,23.400,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-12-31,2025-W01,2024-12,2024-10,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-09-14,2024-W37,2024-09,2024-07,2024,1,42.000,-42.000,0.000,0.000,0.000,0.000,28.000
Ld,,,2.000,2023-05-05,2023-W18,2023-05,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-12-15,2024-W50,2024-12,2024-10,2024,1,10.000,0.000,0.000,10.000,0.000,10.000,0.000
Ld,,,2.000,2023-03-24,2023-W12,2023-03,2023-01,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-05-26,2023-W21,2023-05,2023-04,2023,1,42.000,-37.340,0.000,4.660,0.380,5.040,28.000
Ld,,,2.000,2023-05-24,2023-W21,2023-05,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-09-06,2024-W36,2024-09,2024-07,2024,1,30.000,0.000,0.000,30.000,1.200,31.200,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-02-08,2024-W06,2024-02,2024-01,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-05-02,2023-W18,2023-05,2023-04,2023,1,42.000,0.000,0.000,42.000,3.360,45.360,28.000
Ld,,,2.000,2023-04-28,2023-W17,2023-04,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Skate Membership,Town and Country Skateboards,,30.000,2024-05-15,2024-W20,2024-05,2024-04,2024,1,30.000,0.000,0.000,30.000,0.000,30.000,0.000
Ld,,,2.000,2024-05-05,2024-W18,2024-05,2024-04,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-07-28,2023-W30,2023-07,2023-07,2023,1,42.000,0.000,0.000,42.000,3.360,45.360,26.000
Ld,,,2.000,2024-02-14,2024-W07,2024-02,2024-01,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Ghost,,,3.000,2023-08-30,2023-W35,2023-08,2023-07,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-09-27,2023-W39,2023-09,2023-07,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-11-26,2023-W47,2023-11,2023-10,2023,1,42.000,-10.500,0.000,31.500,0.000,31.500,28.000
Ld,,,2.000,2023-08-19,2023-W33,2023-08,2023-07,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
NEW BALANCE NM 22 WHITE,Town and Country Skateboards,,30.000,2023-04-23,2023-W16,2023-04,2023-04,2023,1,30.000,-16.590,0.000,13.410,1.080,14.490,30.000
Ld,,,2.000,2023-09-03,2023-W35,2023-09,2023-07,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-12-21,2024-W51,2024-12,2024-10,2024,1,42.000,-2.000,0.000,40.000,0.000,40.000,28.000
Ld,,,2.000,2023-03-30,2023-W13,2023-03,2023-01,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2025-01-25,2025-W04,2025-01,2025-01,2025,1,30.000,-5.000,0.000,25.000,1.000,26.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-11-16,2023-W46,2023-11,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-04-30,2023-W17,2023-04,2023-04,2023,1,42.000,0.000,0.000,42.000,3.360,45.360,26.000
Ld,,,2.000,2023-10-05,2023-W40,2023-10,2023-10,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Skate Membership,Town and Country Skateboards,,30.000,2025-01-11,2025-W02,2025-01,2025-01,2025,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
Ld,,,2.000,2024-01-21,2024-W03,2024-01,2024-01,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-04-10,2024-W15,2024-04,2024-04,2024,1,42.000,0.000,0.000,42.000,3.360,45.360,26.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-04-20,2024-W16,2024-04,2024-04,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Nova hat,,,20.000,2023-03-16,2023-W11,2023-03,2023-01,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-08-31,2024-W35,2024-08,2024-07,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-11-18,2023-W46,2023-11,2023-10,2023,1,42.000,-16.610,0.000,25.390,2.040,27.430,26.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-08-10,2024-W32,2024-08,2024-07,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Aliyah album,,,15.000,2024-03-08,2024-W10,2024-03,2024-01,2024,1,15.000,-9.160,0.000,5.840,0.460,6.300,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-08-29,2024-W35,2024-08,2024-07,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-04-16,2023-W15,2023-04,2023-04,2023,1,42.000,-4.200,0.000,37.800,0.000,37.800,28.000
Ld,,,2.000,2024-05-09,2024-W19,2024-05,2024-04,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-07-19,2024-W29,2024-07,2024-07,2024,1,30.000,0.000,0.000,30.000,1.200,31.200,0.000
Ld,,,2.000,2024-02-02,2024-W05,2024-02,2024-01,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Skate Jawn Sewer Cap Wax,Town and Country Skateboards,,8.000,2024-06-27,2024-W26,2024-06,2024-04,2024,1,8.000,0.000,0.000,8.000,0.640,8.640,4.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-12-20,2024-W51,2024-12,2024-10,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
YERBA CRANBERRY SPARKLING,Town and Country Skateboards,,3.500,2023-10-13,2023-W41,2023-10,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.080
Ld,,,2.000,2023-06-30,2023-W26,2023-06,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-12-27,2024-W52,2024-12,2024-10,2024,1,42.000,-42.000,0.000,0.000,0.000,0.000,28.000
Ld,,,2.000,2023-05-04,2023-W18,2023-05,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-07-12,2024-W28,2024-07,2024-07,2024,1,30.000,0.000,0.000,30.000,1.200,31.200,0.000
Yerb,,,3.500,2024-03-09,2024-W10,2024-03,2024-01,2024,1,3.500,-0.810,0.000,2.690,0.220,2.910,0.000
Skate Jawn Sewer Cap Wax,Town and Country Skateboards,,8.000,2024-08-20,2024-W34,2024-08,2024-07,2024,1,8.000,-2.400,0.000,5.600,0.440,6.040,4.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-03-03,2024-W09,2024-03,2024-01,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Ace AF1 Pivot Cups,Town and Country Skateboards,,6.990,2023-10-21,2023-W42,2023-10,2023-10,2023,1,6.990,-6.990,0.000,0.000,0.000,0.000,3.750
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2025-01-14,2025-W03,2025-01,2025-01,2025,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
"Give Up (3) - Give Up (7"", EP) (Near Mint (NM or M-))",Peterwalkee Records,,2.000,2024-03-26,2024-W13,2024-03,2024-01,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Yerb,,,3.000,2023-05-17,2023-W20,2023-05,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-11-03,2024-W44,2024-11,2024-10,2024,1,30.000,0.000,0.000,30.000,1.200,31.200,0.000
Yerb,,,3.000,2023-03-17,2023-W11,2023-03,2023-01,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
SNACK MILES DAVIS SOCCER JERSEY,Town and Country Skateboards,,75.000,2024-12-14,2024-W50,2024-12,2024-10,2024,1,75.000,0.000,0.000,75.000,3.000,78.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-02-23,2024-W08,2024-02,2024-01,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Skate Membership,Town and Country Skateboards,,30.000,2024-07-05,2024-W27,2024-07,2024-07,2024,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2025-01-18,2025-W03,2025-01,2025-01,2025,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Krooked Cernicky Latter Deck 8.38,Town and Country Skateboards,,70.000,2024-08-11,2024-W32,2024-08,2024-07,2024,1,70.000,-5.000,0.000,65.000,5.200,70.200,50.950
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-03-08,2024-W10,2024-03,2024-01,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-11-08,2024-W45,2024-11,2024-10,2024,1,30.000,0.000,0.000,30.000,1.200,31.200,0.000
Yerb,,,3.000,2023-08-10,2023-W32,2023-08,2023-07,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-06-27,2024-W26,2024-06,2024-04,2024,1,42.000,0.000,0.000,42.000,3.360,45.360,28.000
Yerb,,,3.000,2023-06-10,2023-W23,2023-06,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
SKATE SESSION,Town and Country Skateboards,,5.000,2023-08-17,2023-W33,2023-08,2023-07,2023,1,5.000,0.000,0.000,5.000,0.000,5.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-08-03,2024-W31,2024-08,2024-07,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-07-07,2024-W27,2024-07,2024-07,2024,1,42.000,0.000,0.000,42.000,0.000,42.000,28.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-09-07,2023-W36,2023-09,2023-07,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
"ANTI-HERO BEACH BUM SHAPED DECK 9.5""",Town and Country Skateboards,,40.000,2023-11-24,2023-W47,2023-11,2023-10,2023,1,40.000,-12.000,0.000,28.000,2.240,30.240,41.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-08-01,2024-W31,2024-08,2024-07,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-02-01,2023-W05,2023-02,2023-01,2023,1,42.000,0.000,0.000,42.000,3.360,45.360,28.000
Yerb,,,3.000,2023-05-20,2023-W20,2023-05,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
Skate Membership,Town and Country Skateboards,,20.000,2024-03-15,2024-W11,2024-03,2024-01,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
Yerb,,,3.000,2023-09-09,2023-W36,2023-09,2023-07,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
Uma tote,,,8.000,2023-10-08,2023-W40,2023-10,2023-10,2023,1,8.000,0.000,0.000,8.000,0.640,8.640,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-11-15,2024-W46,2024-11,2024-10,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Skate Membership,Town and Country Skateboards,,20.000,2024-04-17,2024-W16,2024-04,2024-04,2024,1,20.000,0.000,0.000,20.000,0.000,20.000,0.000
Yerb,,,3.000,2023-04-22,2023-W16,2023-04,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-01-03,2024-W01,2024-01,2024-01,2024,1,42.000,-4.200,0.000,37.800,3.020,40.820,26.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-12-01,2023-W48,2023-12,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
SKATE SESSION,Town and Country Skateboards,,10.000,2024-05-19,2024-W20,2024-05,2024-04,2024,1,10.000,0.000,0.000,10.000,0.000,10.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-12-21,2024-W51,2024-12,2024-10,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-08-29,2023-W35,2023-08,2023-07,2023,1,42.000,0.000,0.000,42.000,3.360,45.360,26.000
Yerb,,,3.000,2023-05-06,2023-W18,2023-05,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-08-04,2024-W31,2024-08,2024-07,2024,1,30.000,0.000,0.000,30.000,1.200,31.200,0.000
Yerb,,,3.000,2023-02-25,2023-W08,2023-02,2023-01,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-11-30,2024-W48,2024-11,2024-10,2024,1,42.000,0.000,0.000,42.000,3.360,45.360,28.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-09-02,2023-W35,2023-09,2023-07,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Skate Membership,Town and Country Skateboards,,20.000,2024-04-28,2024-W17,2024-04,2024-04,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-04-26,2024-W17,2024-04,2024-04,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-04-25,2023-W17,2023-04,2023-04,2023,1,42.000,0.000,0.000,42.000,0.000,42.000,28.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-06-15,2024-W24,2024-06,2024-04,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Krux risers,,,4.000,2024-10-29,2024-W44,2024-10,2024-10,2024,1,4.000,0.000,0.000,4.000,0.320,4.320,0.000
HUF HAT TRICK SNAPBACK HAT NAVY,Town and Country Skateboards,,32.000,2024-06-11,2024-W24,2024-06,2024-04,2024,1,32.000,-9.600,0.000,22.400,1.800,24.200,19.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2025-01-07,2025-W02,2025-01,2025-01,2025,1,42.000,0.000,0.000,42.000,0.000,42.000,28.000
SNACK XXXL SKATEBOARD TOTE BAG - DIGI CAMO,Town and Country Skateboards,,40.000,2024-06-16,2024-W24,2024-06,2024-04,2024,1,40.000,0.000,0.000,40.000,3.200,43.200,24.000
Gatorde,,,2.000,2023-02-26,2023-W08,2023-02,2023-01,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-04-25,2024-W17,2024-04,2024-04,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-02-10,2024-W06,2024-02,2024-01,2024,1,42.000,0.000,0.000,42.000,3.360,45.360,26.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-10-15,2023-W41,2023-10,2023-10,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
LAKAI OWEN SLIPPER OLIVE,Town and Country Skateboards,,10.000,2023-12-19,2023-W51,2023-12,2023-10,2023,1,10.000,0.000,0.000,10.000,0.000,10.000,20.000
SNACK 'BUNS' DECK 8.5,Town and Country Skateboards,,65.000,2024-05-16,2024-W20,2024-05,2024-04,2024,1,65.000,-19.500,0.000,45.500,3.640,49.140,39.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-03-26,2024-W13,2024-03,2024-01,2024,1,42.000,0.000,0.000,42.000,0.000,42.000,28.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-08-31,2023-W35,2023-08,2023-07,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Double knee denim light blue,,,40.000,2023-04-30,2023-W17,2023-04,2023-04,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-09-14,2023-W37,2023-09,2023-07,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,45.000,2023-03-24,2023-W12,2023-03,2023-01,2023,1,45.000,0.000,0.000,45.000,3.600,48.600,31.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-08-23,2024-W34,2024-08,2024-07,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
PSOCKADELIC BRONCO SOCKS,Town and Country Skateboards,,12.000,2024-08-30,2024-W35,2024-08,2024-07,2024,1,12.000,-5.810,0.000,6.190,0.500,6.690,6.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-09-13,2023-W37,2023-09,2023-07,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,45.000,2023-02-16,2023-W07,2023-02,2023-01,2023,1,45.000,0.000,0.000,45.000,3.600,48.600,31.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-11-08,2024-W45,2024-11,2024-10,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
Genuine Parts 1/8 in Shock Pads Pk/2 Independent,Town and Country Skateboards,,5.000,2023-08-17,2023-W33,2023-08,2023-07,2023,1,5.000,0.000,0.000,5.000,0.400,5.400,1.880
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-01-30,2024-W05,2024-01,2024-01,2024,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,45.000,2023-10-08,2023-W40,2023-10,2023-10,2023,1,45.000,-13.500,0.000,31.500,2.520,34.020,31.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-08-30,2023-W35,2023-08,2023-07,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,2.250
VENTURE TRUCKS HI POLISHED ASSORTED SIZES (PAIR),Town and Country Skateboards,,40.000,2023-05-12,2023-W19,2023-05,2023-04,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,28.000
Independent Stage 11 Standard Blackout Truck (pair),Town and Country Skateboards,,50.000,2023-03-12,2023-W10,2023-03,2023-01,2023,1,50.000,0.000,0.000,50.000,4.000,54.000,30.500
SNACK HEAVY DUTY TEE ACID BLACK XL,Town and Country Skateboards,,32.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,32.000,-32.000,0.000,0.000,0.000,0.000,17.000
Independent Stage 11 Standard Blackout Truck (pair),Town and Country Skateboards,,50.000,2023-07-29,2023-W30,2023-07,2023-07,2023,1,50.000,0.000,0.000,50.000,4.000,54.000,30.500
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2023-12-17,2023-W50,2023-12,2023-10,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.900
Independent Stage 11 Standard Blackout Truck (pair),Town and Country Skateboards,,50.000,2024-03-29,2024-W13,2024-03,2024-01,2024,1,50.000,-7.500,0.000,42.500,3.400,45.900,30.500
