day,billing_city,billing_postal_code,product_price,product_title,product_id,shipping_city,orders,gross_sales,discounts,returns,net_sales,shipping,duties,additional_fees,taxes,total_sales,gross_profit,gross_margin,total_cost,net_quantity
2023-01-29,,,15.000,PRIME8 SKATE TOOL,7962572751100,,1,15.000,0.000,0.000,15.000,0.000,0.000,0.000,1.200,16.200,7.500,0.5,7.500,1
2023-01-29,,,3.000,Yerba,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-01-29,,,56.000,INDEPENDENT FORGED HOLLOW TRUCK,6697280700574,,1,56.000,0.000,0.000,56.000,0.000,0.000,0.000,0.000,56.000,15.000,0.26785,41.000,1
2023-01-29,,,39.000,SPITFIRE FORMULA FOUR CLASSIC 52MM 99D (Set of 4),6695091011742,,1,39.000,0.000,0.000,39.000,0.000,0.000,0.000,0.000,39.000,14.000,0.35897,25.000,1
2023-01-29,,,3.500,SHORTYS ORIGINAL PHILIPS HEAD HARDWARE,7962575044860,,1,3.500,0.000,0.000,3.500,0.000,0.000,0.000,0.280,3.780,1.750,0.5,1.750,1
2023-01-29,,,5.000,SKATE SESSION,7646344610044,,3,15.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,15.000,0.000,0,0.000,3
2023-01-29,,,1.000,WATER,7606274097404,,1,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.080,1.080,0.000,0,0.000,1
2023-01-29,,,5.000,Genuine Parts 1/8 in Shock Pads Pk/2 Independent,7678155423996,,1,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.400,5.400,3.120,0.624,1.880,1
2023-01-29,,,79.000,NEW BALANCE NUMERIC 440 LOW,7989039628540,,1,79.000,-20.000,0.000,59.000,0.000,0.000,0.000,4.720,63.720,19.000,0.32203,40.000,1
2023-01-29,,,70.000,Tiago sz 11 brown,0,,1,70.000,0.000,0.000,70.000,0.000,0.000,0.000,5.600,75.600,0.000,0,0.000,1
2023-01-30,,,55.000,Nimbus absolute drunk 8.5,0,,1,55.000,-16.500,0.000,38.500,0.000,0.000,0.000,3.080,41.580,0.000,0,0.000,1
2023-01-31,,,3.000,Yerba,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-01,,,35.000,OJ WINKOWSKI TROPICS MINI COMBO WHEELS 53MM 99A,7981477658876,,1,35.000,0.000,0.000,35.000,0.000,0.000,0.000,2.800,37.800,14.000,0.4,21.000,1
2023-02-01,,,55.000,Nimbus gonz 8.7,0,,1,55.000,0.000,0.000,55.000,0.000,0.000,0.000,4.400,59.400,0.000,0,0.000,1
2023-02-01,,,65.000,DEATHWISH JAMIE FOY SECURITY SWINE DECK 8.5,7960173609212,,1,65.000,0.000,0.000,65.000,0.000,0.000,0.000,5.200,70.200,18.000,0.27692,47.000,1
2023-02-01,,,5.000,SKATE SESSION,7646344610044,,3,20.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,20.000,0.000,0,0.000,4
2023-02-01,,,10.000,INDEPENDENT GENUINE PARTS BEARINGS,6833343430814,,1,10.000,0.000,0.000,10.000,0.000,0.000,0.000,0.800,10.800,5.000,0.5,5.000,1
2023-02-01,,,3.000,Yerba,0,,2,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,0.000,0,0.000,2
2023-02-01,,,42.000,INDEPENDENT STANDARD TRUCK (STAGE 11),6697280569502,,1,42.000,0.000,0.000,42.000,0.000,0.000,0.000,3.360,45.360,14.000,0.33333,28.000,1
2023-02-01,,,3.500,SHORTYS ORIGINAL PHILIPS HEAD HARDWARE,7962575044860,,1,3.500,0.000,0.000,3.500,0.000,0.000,0.000,0.280,3.780,1.750,0.5,1.750,1
2023-02-01,,,55.000,Wool 8.5 ram,0,,1,55.000,0.000,0.000,55.000,0.000,0.000,0.000,4.400,59.400,0.000,0,0.000,1
2023-02-02,,,5.000,SKATE SESSION,7646344610044,,1,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,5.000,0.000,0,0.000,1
2023-02-02,,,1.000,ARIZONA TEA,7606276817148,,1,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.080,1.080,0.000,0,0.000,1
2023-02-02,Denver,80023,0.000,,0,Denver,0,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,5.000,0.000,0,0.000,0
2023-02-02,,,1.000,WATER,7606274097404,,1,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.080,1.080,0.000,0,0.000,1
2023-02-02,Denver,80023,24.980,"The Story So Far (2) - The Story So Far (LP, Album, Ltd, RP, Bro) (Near Mint (NM or M-))",7953369399548,Denver,1,24.980,0.000,0.000,24.980,0.000,0.000,0.000,0.000,24.980,0.000,0,0.000,1
2023-02-02,,,20.000,Wool nuts shirt,0,,1,20.000,0.000,0.000,20.000,0.000,0.000,0.000,1.600,21.600,0.000,0,0.000,1
2023-02-02,,,39.000,SPITFIRE FORMULA FOUR TABLETS (various sizes),6798893318302,,1,39.000,0.000,0.000,39.000,0.000,0.000,0.000,3.120,42.120,14.000,0.35897,25.000,1
2023-02-02,,,3.000,Yerba,0,,2,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,0.000,0,0.000,2
2023-02-02,,,50.000,Hypo,0,,1,50.000,0.000,0.000,50.000,0.000,0.000,0.000,4.000,54.000,0.000,0,0.000,1
2023-02-02,,,10.000,UNIT SKATE TOOL,0,,1,10.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,10.000,0.000,0,0.000,1
2023-02-02,,,20.000,BONES REDS BEARINGS,6758293536926,,1,20.000,0.000,0.000,20.000,0.000,0.000,0.000,1.600,21.600,10.110,0.50549,9.890,1
2023-02-03,,,3.000,Yerba,0,,3,9.000,0.000,0.000,9.000,0.000,0.000,0.000,0.720,9.720,0.000,0,0.000,3
2023-02-03,,,5.000,SKATE SESSION,7646344610044,,1,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,5.000,0.000,0,0.000,1
2023-02-03,,,55.000,SHOP HOODIE JUMPIN LENNY,7927711105276,,1,55.000,0.000,0.000,55.000,0.000,0.000,0.000,4.400,59.400,23.000,0.41818,32.000,1
2023-02-03,,,55.000,CHOCOLATE AIKENS PORTRAIT DECK 8.5,7854906540284,,1,55.000,0.000,0.000,55.000,0.000,0.000,0.000,4.400,59.400,20.000,0.36363,35.000,1
2023-02-03,,,35.000,OJ II Team Rider Speedwheels Original White 97a OJ Skateboard Wheels 61MM,7331813916924,,1,35.000,0.000,0.000,35.000,0.000,0.000,0.000,2.800,37.800,13.750,0.39285,21.250,1
2023-02-04,,,3.000,Yerb,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-04,,,55.000,NIMBUS SWEETTOOF GUEST DECK (ASSORTED SIZES),8001586626812,,1,55.000,-10.000,0.000,45.000,0.000,0.000,0.000,3.600,48.600,11.000,0.24444,34.000,1
2023-02-04,,,6.000,INDEPENDENT GENUINE PARTS BUSHINGS MEDIUM (90A) ORANGE,6808609751198,,1,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,2.750,0.45833,3.250,1
2023-02-05,,,1.000,ARIZONA TEA,7606276817148,,1,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.080,1.080,0.000,0,0.000,1
2023-02-05,,,22.000,QUANTUM BEARING SCIENCE METALLICS BEARINGS,7434329981180,,1,22.000,0.000,0.000,22.000,0.000,0.000,0.000,1.760,23.760,11.000,0.5,11.000,1
2023-02-05,,,1.000,WATER,7606274097404,,1,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.080,1.080,0.000,0,0.000,1
2023-02-05,,,30.000,Dickies reg fit light brown 30x30,0,,1,30.000,0.000,0.000,30.000,0.000,0.000,0.000,2.400,32.400,0.000,0,0.000,1
2023-02-05,,,55.000,DICKIES GRAPHIC HOODIE HEATHER GREY,7915939463420,,1,55.000,-10.000,0.000,45.000,0.000,0.000,0.000,3.600,48.600,15.000,0.33333,30.000,1
2023-02-06,,,65.000,PISS DRUNX LOGO DECK 8.38,7960172364028,,1,65.000,-9.500,0.000,55.500,0.000,0.000,0.000,4.440,59.940,8.500,0.15315,47.000,1
2023-02-06,,,3.000,Yerba,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-06,,,16.000,KROOKED EYES CLIP CUFF BEANIE,7517523738876,,1,16.000,-4.800,0.000,11.200,0.000,0.000,0.000,0.900,12.100,2.200,0.19642,9.000,1
2023-02-07,,,11.000,PIG RAILS PINK,6806420226206,,1,11.000,0.000,0.000,11.000,0.000,0.000,0.000,0.880,11.880,5.500,0.5,5.500,1
2023-02-07,,,10.000,Unit t tool,0,,1,10.000,0.000,0.000,10.000,0.000,0.000,0.000,0.800,10.800,0.000,0,0.000,1
2023-02-07,,,1.000,ARIZONA TEA,7606276817148,,2,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.160,2.160,0.000,0,0.000,2
2023-02-07,,,6.000,Thrasher mag,0,,1,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,0.000,0,0.000,1
2023-02-07,,,65.000,Baker wolf deck 8.25,0,,1,65.000,-19.500,0.000,45.500,0.000,0.000,0.000,3.640,49.140,0.000,0,0.000,1
2023-02-07,,,5.000,SKATE SESSION,7646344610044,,2,15.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,15.000,0.000,0,0.000,3
2023-02-07,,,3.000,Yerba,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-07,,,12.000,OLD ENGLISH WHITE BLUE SOCKS BAKER,7758714798332,,1,12.000,-3.600,0.000,8.400,0.000,0.000,0.000,0.680,9.080,2.400,0.28571,6.000,1
2023-02-07,,,56.000,INDEPENDENT FORGED HOLLOW TRUCK,6697280700574,,1,56.000,-16.800,0.000,39.200,0.000,0.000,0.000,0.000,39.200,-1.800,-0.04591,41.000,1
2023-02-07,,,65.000,T funk mushroom graphic,0,,1,65.000,0.000,0.000,65.000,0.000,0.000,0.000,5.200,70.200,0.000,0,0.000,1
2023-02-08,,,75.000,Heroin board,0,,1,75.000,0.000,0.000,75.000,0.000,0.000,0.000,6.000,81.000,0.000,0,0.000,1
2023-02-08,Oakland,94606,0.000,,0,Oakland,0,0.000,0.000,0.000,0.000,4.900,0.000,0.000,0.000,4.900,0.000,0,0.000,0
2023-02-08,,,3.000,Yerba,0,,2,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,0.000,0,0.000,2
2023-02-08,,,13.000,Circles cd,0,,1,13.000,0.000,0.000,13.000,0.000,0.000,0.000,1.040,14.040,0.000,0,0.000,1
2023-02-08,,,38.000,OJ MINI SUPER JUICE MARBLE WHEELS 55MM 78A,7981478248700,,1,38.000,0.000,0.000,38.000,0.000,0.000,0.000,3.040,41.040,17.000,0.44736,21.000,1
2023-02-08,Oakland,94606,17.000,"Ann Peebles - Straight From The Heart (LP, Album, RE, RM) (Near Mint (NM or M-))",6922135437470,Oakland,1,17.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,17.000,0.000,0,0.000,1
2023-02-09,,,5.000,SKATE SESSION,7646344610044,,1,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,5.000,0.000,0,0.000,1
2023-02-09,,,5.000,JESSUP ULTRA GRIP,6807900258462,,1,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.400,5.400,0.000,0,0.000,1
2023-02-09,,,25.000,One single truck,0,,1,25.000,0.000,0.000,25.000,0.000,0.000,0.000,2.000,27.000,0.000,0,0.000,1
2023-02-10,,,10.000,DARKROOM INVADER SOCKS,6750328258718,,1,10.000,0.000,0.000,10.000,0.000,0.000,0.000,0.800,10.800,0.000,0,0.000,1
2023-02-10,Harrisburg,17109,15.000,"O.C. Rippers - Wasteland Blues (12"", Whi) (Near Mint (NM or M-))",7805942071548,Harrisburg,1,15.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,15.000,0.000,0,0.000,1
2023-02-10,,,39.990,DICKIES SKATEBOARDING REGULAR FIT TWILL PANT -- MAROON,7654145622268,,1,39.990,0.000,0.000,39.990,0.000,0.000,0.000,3.200,43.190,21.490,0.53738,18.500,1
2023-02-10,,,5.000,SKATE SESSION,7646344610044,,3,35.000,0.000,0.000,35.000,0.000,0.000,0.000,0.000,35.000,0.000,0,0.000,7
2023-02-10,Harrisburg,17109,19.000,"The Business - Saturdays Heroes (LP, Album, RE) (Near Mint (NM or M-))",6957120422046,Harrisburg,1,19.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,19.000,0.000,0,0.000,1
2023-02-10,Harrisburg,17109,0.000,,0,Harrisburg,0,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,5.000,0.000,0,0.000,0
2023-02-10,,,55.000,BLOOD WIZARD NOLAN DECK 8.25,7908387029244,,1,55.000,-25.000,0.000,30.000,0.000,0.000,0.000,2.400,32.400,2.000,0.06666,28.000,1
2023-02-10,,,3.000,Yerba,0,,2,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,0.000,0,0.000,2
2023-02-10,,,1.000,WATER,7606274097404,,2,4.000,0.000,0.000,4.000,0.000,0.000,0.000,0.320,4.320,0.000,0,0.000,4
2023-02-11,,,10.000,Drinks,0,,1,10.000,0.000,0.000,10.000,0.000,0.000,0.000,0.800,10.800,0.000,0,0.000,1
2023-02-11,,,50.000,NEW BALANCE 379 GREY/PINK,6835846840478,,1,50.000,-50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-40.000,null,40.000,1
2023-02-11,,,6.000,Yerbs,0,,1,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,0.000,0,0.000,1
2023-02-11,,,25.000,INDEPENDENT ITC SPAN REGULAR S/S TSHIRT,6957122879646,,1,25.000,-10.000,0.000,15.000,0.000,0.000,0.000,1.200,16.200,7.000,0.46666,8.000,1
2023-02-11,,,3.000,Yerb,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-11,,,40.000,THUNDER POLISHED TRUCK (PAIR),6695090552990,,1,40.000,0.000,0.000,40.000,0.000,0.000,0.000,0.000,40.000,0.000,0,0.000,1
2023-02-11,,,80.000,NEW BALANCE 306 JAMIE FOY LACELESS,7592303657212,,1,80.000,-55.000,0.000,25.000,0.000,0.000,0.000,2.000,27.000,-15.000,-0.6,40.000,1
2023-02-11,,,0.000,Yerbs,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,1
2023-02-11,,,20.000,BONES REDS BEARINGS,6758293536926,,1,20.000,-1.170,0.000,18.830,0.000,0.000,0.000,1.500,20.330,8.940,0.47477,9.890,1
2023-02-11,,,65.000,BAKER TFUNK UNDEAD DECK 8.475,8005480612092,,1,65.000,-3.830,0.000,61.170,0.000,0.000,0.000,4.900,66.070,14.220,0.23246,46.950,1
2023-02-12,,,40.000,POWELL MINI CUBIC WHEELS RE ISSUE 64MM 95A,6748559474846,,1,40.000,0.000,0.000,40.000,0.000,0.000,0.000,3.200,43.200,0.000,0,0.000,1
2023-02-12,,,25.000,DICKIES FLAT BILL SKATE HAT,7965583442172,,1,25.000,0.000,0.000,25.000,0.000,0.000,0.000,2.000,27.000,10.000,0.4,15.000,1
2023-02-12,,,25.000,KROOKED MOONSMILE STRAPBACK HAT,7939910566140,,1,25.000,0.000,0.000,25.000,0.000,0.000,0.000,2.000,27.000,9.500,0.38,15.500,1
2023-02-12,,,65.000,HEROIN CRAIG SCOTT DECK 10.0,8005498601724,,1,65.000,0.000,0.000,65.000,0.000,0.000,0.000,5.200,70.200,17.000,0.26153,48.000,1
2023-02-12,,,30.000,BAKER BROWN BRAND LOGO HAT,8005483331836,,1,30.000,0.000,0.000,30.000,0.000,0.000,0.000,2.400,32.400,10.000,0.33333,20.000,1
2023-02-12,,,6.950,9in x 33in Sheet Mob Skateboard Grip Tape,7351912169724,,1,6.950,0.000,0.000,6.950,0.000,0.000,0.000,0.560,7.510,3.650,0.52517,3.300,1
2023-02-13,,,0.000,,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0
2023-02-14,Tualatin,97062-8368,60.000,Transmission L/S Work Creature Mens,7351960338684,Tualatin,1,60.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000,60.000,27.500,0.45833,32.500,1
2023-02-14,,,74.990,440 blue size 10,0,,1,74.990,0.000,0.000,74.990,0.000,0.000,0.000,6.000,80.990,0.000,0,0.000,1
2023-02-14,,,20.000,BONES REDS BEARINGS,6758293536926,,1,20.000,0.000,0.000,20.000,0.000,0.000,0.000,1.600,21.600,10.110,0.50549,9.890,1
2023-02-14,,,6.000,INDEPENDENT GENUINE PARTS BUSHINGS MEDIUM (90A) ORANGE,6808609751198,,1,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,2.750,0.45833,3.250,1
2023-02-14,,,35.000,RAINBOW MINI SUPER JUICE 55MM 78A,7331499835644,,1,35.000,0.000,0.000,35.000,0.000,0.000,0.000,2.800,37.800,22.410,0.64028,12.590,1
2023-02-14,Tualatin,97062-8368,0.000,,0,Tualatin,0,0.000,0.000,0.000,0.000,4.900,0.000,0.000,0.000,4.900,0.000,0,0.000,0
2023-02-14,,,50.000,SLAPPY TRUCKS ST1 CLASSIC (ASSORTED SIZES),7962548895996,,1,50.000,0.000,0.000,50.000,0.000,0.000,0.000,4.000,54.000,19.000,0.38,31.000,1
2023-02-15,,,65.000,KROOKED CROMER BUDA DECK 8.38,7939470229756,,1,65.000,-9.750,0.000,55.250,0.000,0.000,0.000,4.420,59.670,12.750,0.23076,42.500,1
2023-02-16,,,35.000,OJ STAR KEYFRAME WHITE WHEELS 56MM 87A,7981476544764,,1,35.000,0.000,0.000,35.000,0.000,0.000,0.000,2.800,37.800,14.000,0.4,21.000,1
2023-02-16,,,6.000,Venture loose truck bushings,0,,1,6.000,0.000,0.000,6.000,0.000,0.000,0.000,0.480,6.480,0.000,0,0.000,1
2023-02-16,Tualatin,97062-8368,60.000,Transmission L/S Work Creature Mens,7351960338684,Tualatin,0,0.000,0.000,-60.000,-60.000,0.000,0.000,0.000,0.000,-60.000,-27.500,0.45833,-32.500,-1
2023-02-16,Tualatin,97062-8368,0.000,,0,Tualatin,0,0.000,0.000,0.000,0.000,-4.900,0.000,0.000,0.000,-4.900,0.000,0,0.000,0
2023-02-16,,,20.000,BONES REDS BEARINGS,6758293536926,,1,20.000,0.000,0.000,20.000,0.000,0.000,0.000,1.600,21.600,10.110,0.50549,9.890,1
2023-02-16,,,45.000,INDEPENDENT STANDARD TRUCK (STAGE 11),6697280569502,,1,45.000,0.000,0.000,45.000,0.000,0.000,0.000,3.600,48.600,14.000,0.31111,31.000,1
2023-02-16,,,3.000,Yerba,0,,5,21.000,0.000,0.000,21.000,0.000,0.000,0.000,1.680,22.680,0.000,0,0.000,7
2023-02-16,,,12.000,DEATH ROLL PSOCKADELIC SOCKS,7757809156348,,1,12.000,0.000,0.000,12.000,0.000,0.000,0.000,0.960,12.960,6.000,0.5,6.000,1
2023-02-16,,,3.500,SHORTYS ORIGINAL PHILIPS HEAD HARDWARE,7962575044860,,1,3.500,0.000,0.000,3.500,0.000,0.000,0.000,0.280,3.780,1.750,0.5,1.750,1
2023-02-16,,,10.000,DIY tip,0,,1,10.000,0.000,0.000,10.000,0.000,0.000,0.000,0.800,10.800,0.000,0,0.000,1
2023-02-16,,,65.000,HEROIN CRAIG QUESTIONS PAPILLON DECK 10.0,8009600139516,,1,65.000,0.000,0.000,65.000,0.000,0.000,0.000,5.200,70.200,18.010,0.27707,46.990,1
2023-02-16,,,55.000,SHOP HOODIE JUMPIN LENNY,7927711105276,,1,55.000,0.000,0.000,55.000,0.000,0.000,0.000,4.400,59.400,23.000,0.41818,32.000,1
2023-02-17,,,3.000,Yerba,0,,4,12.000,0.000,0.000,12.000,0.000,0.000,0.000,0.960,12.960,0.000,0,0.000,4
2023-02-17,,,38.000,SPITFIRE FORMULA FOUR RADIAL FULL 97D,8009610658044,,1,38.000,-1.900,0.000,36.100,0.000,0.000,0.000,2.880,38.980,8.100,0.22437,28.000,1
2023-02-17,,,79.000,NEW BALANCE NUMERIC 440 LOW,7989039628540,,1,79.000,-7.900,0.000,71.100,0.000,0.000,0.000,5.680,76.780,31.100,0.43741,40.000,1
2023-02-17,,,12.000,ANTIHERO IF FOUND SOCKS WHITE/BLACK,7939854401788,,1,12.000,0.000,0.000,12.000,0.000,0.000,0.000,0.960,12.960,5.650,0.47083,6.350,1
2023-02-17,,,55.000,SHOP HOODIE JUMPIN LENNY,7927711105276,,1,55.000,-19.000,0.000,36.000,0.000,0.000,0.000,2.880,38.880,4.000,0.11111,32.000,1
2023-02-17,,,5.000,SKATE SESSION,7646344610044,,2,20.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,20.000,0.000,0,0.000,4
2023-02-18,,,65.000,REAL ISHOD FEATHERS TWIN TAIL 8.25,8009588080892,,1,65.000,0.000,0.000,65.000,0.000,0.000,0.000,5.200,70.200,21.200,0.32615,43.800,1
2023-02-18,,,1.000,Candy,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,3
2023-02-18,,,4.000,Papers,0,,1,4.000,0.000,0.000,4.000,0.000,0.000,0.000,0.320,4.320,0.000,0,0.000,1
2023-02-18,,,3.000,Yerba,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-18,,,65.000,REAL ISHOD FEATHERS TWIN TAIL DECK 8.5,8009590964476,,1,65.000,0.000,0.000,65.000,0.000,0.000,0.000,5.200,70.200,21.200,0.32615,43.800,1
2023-02-19,Norwalk,90650,8.000,QUANTUM BEARING SCIENCE BEARING LUBRICANT,7434337026300,Norwalk,1,8.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,8.000,3.000,0.375,5.000,1
2023-02-19,,,5.000,SKATE SESSION,7646344610044,,3,20.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,20.000,0.000,0,0.000,4
2023-02-19,,,3.000,Shoe laces,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-19,,,22.000,QUANTUM BEARING SCIENCE METALLICS BEARINGS,7434329981180,,1,22.000,0.000,0.000,22.000,0.000,0.000,0.000,1.760,23.760,11.000,0.5,11.000,1
2023-02-19,,,65.000,HEROIN TOM DAY PAPILLON DECK 9.0,8005502992636,,1,65.000,0.000,0.000,65.000,0.000,0.000,0.000,5.200,70.200,19.000,0.2923,46.000,1
2023-02-19,,,65.000,HEROIN LEE YANKOU PAPILLON DECK 8.5,8005501911292,,1,65.000,0.000,0.000,65.000,0.000,0.000,0.000,5.200,70.200,21.000,0.32307,44.000,1
2023-02-19,,,60.000,GX 1000 OG RED SCALES DECK 8.75,8009593553148,,1,60.000,-18.000,0.000,42.000,0.000,0.000,0.000,3.360,45.360,5.000,0.11904,37.000,1
2023-02-19,,,22.000,Silver Skate Tools,6722294087838,,1,22.000,0.000,0.000,22.000,0.000,0.000,0.000,1.760,23.760,8.650,0.39318,13.350,1
2023-02-19,,,38.000,Spitfire 97 duro 54,0,,1,38.000,-11.400,0.000,26.600,0.000,0.000,0.000,2.120,28.720,0.000,0,0.000,1
2023-02-19,,,6.950,9in x 33in Sheet Mob Skateboard Grip Tape,7351912169724,,1,6.950,0.000,0.000,6.950,0.000,0.000,0.000,0.560,7.510,3.650,0.52517,3.300,1
2023-02-19,,,3.000,Yerba,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-19,Norwalk,90650,0.000,,0,Norwalk,0,0.000,0.000,0.000,0.000,4.900,0.000,0.000,0.000,4.900,0.000,0,0.000,0
2023-02-19,,,55.000,WOOL SKATEBOARDS RAMSCHADEL POPSICLE DECK 8.25,8001608089852,,1,55.000,0.000,0.000,55.000,0.000,0.000,0.000,4.400,59.400,17.000,0.30909,38.000,1
2023-02-20,,,7.000,SHOE GOO (BLACK),6807799824542,,1,7.000,-2.000,0.000,5.000,0.000,0.000,0.000,0.400,5.400,1.000,0.2,4.000,1
2023-02-21,,,79.990,NEW BALANCE TOM KNOX 440HUR LOW,8012358254844,,1,79.990,0.000,0.000,79.990,0.000,0.000,0.000,6.400,86.390,37.490,0.46868,42.500,1
2023-02-21,,,80.000,Nb 440  Hurlow sz 10,0,,1,80.000,0.000,0.000,80.000,0.000,0.000,0.000,6.400,86.400,0.000,0,0.000,1
2023-02-21,,,9.000,Yerba,0,,1,9.000,0.000,0.000,9.000,0.000,0.000,0.000,0.720,9.720,0.000,0,0.000,1
2023-02-21,,,60.000,Krooked eyes 8.5,0,,1,60.000,0.000,0.000,60.000,0.000,0.000,0.000,4.800,64.800,0.000,0,0.000,1
2023-02-21,,,48.990,"Jay-Z - The Blueprint (2xLP, Album, RE, RP, Gat) (Near Mint (NM or M-))",7798010052860,,1,48.990,0.000,0.000,48.990,0.000,0.000,0.000,3.920,52.910,0.000,0,0.000,1
2023-02-21,,,4.000,"SHORTY'S PHILIPS BOLTS 1""",6722279506078,,1,4.000,0.000,0.000,4.000,0.000,0.000,0.000,0.320,4.320,0.000,0,0.000,1
2023-02-21,,,79.990,NEW BALANCE TOM KNOX 440HWT HIGH,8012356387068,,3,239.970,-47.980,0.000,191.990,0.000,0.000,0.000,15.360,207.350,64.490,0.3359,127.500,3
2023-02-21,,,3.000,Yerba,0,,3,9.000,0.000,0.000,9.000,0.000,0.000,0.000,0.720,9.720,0.000,0,0.000,3
2023-02-21,,,1.000,Water,0,,1,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.080,1.080,0.000,0,0.000,1
2023-02-22,,,20.000,BONES REDS BEARINGS,6758293536926,,1,20.000,-2.000,0.000,18.000,0.000,0.000,0.000,1.440,19.440,8.110,0.45055,9.890,1
2023-02-22,,,3.000,Yerba,0,,1,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.240,3.240,0.000,0,0.000,1
2023-02-22,,,5.000,SKATE SESSION,7646344610044,,1,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,5.000,0.000,0,0.000,1
2023-02-22,,,35.000,53mm Clouds Red 86a Ricta Skateboard Wheels,7678093951228,,1,35.000,-3.500,0.000,31.500,0.000,0.000,0.000,2.520,34.020,10.800,0.34285,20.700,1
2023-02-23,,,44.990,DICKIES SKATEBOARDING DOUBLE KNEE PANTS (BROWN DUCK),7821452640508,,1,44.990,-5.000,0.000,39.990,0.000,0.000,0.000,3.200,43.190,18.240,0.45611,21.750,1
2023-02-23,,,90.000,NB NUMERIC TRAIL 440,7973713838332,,1,90.000,-20.000,0.000,70.000,0.000,0.000,0.000,5.600,75.600,25.000,0.35714,45.000,1
2023-02-24,,,45.000,INDEPENDENT STANDARD TRUCK (STAGE 11),6697280569502,,1,45.000,-45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-31.000,null,31.000,1
2023-02-24,,,5.000,SKATE SESSION,7646344610044,,1,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,5.000,0.000,0,0.000,1
2023-02-24,,,5.000,JESSUP ULTRA GRIP,6807900258462,,1,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.400,5.400,0.000,0,0.000,1
2023-02-24,,,20.000,BONES REDS BEARINGS,6758293536926,,1,20.000,-20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-9.890,null,9.890,1
